"departure city","long. departure (decimal)","lat. departure (decimal)","departure country","arrival city","long. departure (decimal)","lat. departure (decimal)","arrival country","number of routes","distance"
"Miami",-79.818,26.322,"United States","Point Salines",-61.644,12.007,"Grenada",1,2479
"Miami",-79.818,26.322,"United States","Great Exuma",-75.797,23.937,"Bahamas",1,483
"Miami",-79.818,26.322,"United States","Freeport",-78.493,26.931,"Bahamas",1,148
"Miami",-79.818,26.322,"United States","Key West",-81.6,24.926,"United States",1,236
"Miami",-79.818,26.322,"United States","North Eleuthera",-76.473,25.791,"Bahamas",1,339
"Miami",-79.818,26.322,"United States","Vail",-106.863,40.07,"United States",1,2926
"Miami",-79.818,26.322,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1782
"Miami",-79.818,26.322,"United States","Columbus",-82.82,40.663,"United States",1,1618
"Miami",-79.818,26.322,"United States","Charleston",-79.401,33.497,"United States",1,798
"Miami",-79.818,26.322,"United States","Belize City",-87.848,17.898,"Belize",1,1248
"Miami",-79.818,26.322,"United States","Boston",-70.342,42.607,"United States",1,2005
"Miami",-79.818,26.322,"United States","Nashville",-86.464,36.207,"United States",1,1266
"Miami",-79.818,26.322,"United States","Birmingham",-86.59,33.938,"United States",1,1067
"Miami",-79.818,26.322,"United States","Bridgetown",-59.155,13.124,"Barbados",1,2607
"Miami",-79.818,26.322,"United States","Windsor Locks",-72.473,42.564,"United States",1,1925
"Miami",-79.818,26.322,"United States","Bermuda",-64.465,32.606,"Bermuda",1,1640
"Miami",-79.818,26.322,"United States","Antigua",-61.655,17.227,"Antigua and Barbuda",1,2127
"Manhattan",-96.452,39.234,"United States","Chicago",-87.842,42.631,"United States",1,815
"Manhattan",-96.452,39.234,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,638
"Marsh Harbor",-76.473,26.852,"Bahamas","Miami",-79.818,26.322,"United States",1,337
"MONTGOMERY",-85.99,32.501,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,976
"Orlando",-80.849,28.715,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1570
"Kansas City",-94.524,39.496,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,688
"Montego Bay",-77.856,18.839,"Jamaica","Miami",-79.818,26.322,"United States",1,856
"Montego Bay",-77.856,18.839,"Jamaica","Dallas-fort Worth",-96.397,33.494,"United States",1,2457
"Maracaibo",-71.547,10.93,"Venezuela","Miami",-79.818,26.322,"United States",1,1918
"Midland",-101.67,32.57,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,502
"LaCrosse",-90.762,44.464,"United States","Chicago",-87.842,42.631,"United States",1,311
"La Romana",-68.854,18.751,"Dominican Republic","San Juan",-65.337,18.732,"Puerto Rico",1,370
"La Romana",-68.854,18.751,"Dominican Republic","Miami",-79.818,26.322,"United States",1,1404
"Laredo",-99.103,27.906,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,672
"Little Rock",-91.708,35.215,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,470
"Liberia",-85.241,10.988,"Costa Rica","Miami",-79.818,26.322,"United States",1,1797
"Liberia",-85.241,10.988,"Costa Rica","Dallas-fort Worth",-96.397,33.494,"United States",1,2748
"New York",-73.632,41.066,"United States","Bentonville",-93.845,36.469,"United States",1,1820
"Lafayette",-91.98,30.342,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,544
"Lexington KY",-84.344,38.06,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1198
"Lake Charles",-92.706,30.21,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,504
"Lubbock",-101.705,34.106,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,495
"Los Angeles",-118.014,34.57,"United States","Santa Fe",-105.483,36.028,"United States",1,1147
"Los Angeles",-118.014,34.57,"United States","Vail",-106.863,40.07,"United States",1,1158
"Lawton",-98.028,34.946,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,220
"Las Vegas",-114.588,36.133,"United States","Miami",-79.818,26.322,"United States",1,3459
"Joplin",-94.164,37.253,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,464
"New York",-73.632,41.066,"United States","Basse Terre",-62.532,17.518,"Saint Kitts and Nevis",1,2825
"New York",-73.632,41.066,"United States","Caracas",-66.985,11.005,"Venezuela",1,3405
"Jacksonville",-81.48,30.823,"United States","Miami",-79.818,26.322,"United States",1,526
"Jacksonville",-81.48,30.823,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1433
"Jackson",-89.46,32.518,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,655
"Jacksn Hole",-110.563,44.012,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1691
"Indianapolis",-85.824,40.195,"United States","Miami",-79.818,26.322,"United States",1,1639
"Indianapolis",-85.824,40.195,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1198
"Wilmington",-77.838,34.451,"United States","Chicago",-87.842,42.631,"United States",1,1256
"Wichita",-97.056,38.083,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,513
"Huntsville",-86.626,35.061,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,914
"Honolulu",-157.871,21.531,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,6120
"Hayden",-106.697,40.801,"United States","Chicago",-87.842,42.631,"United States",1,1574
"Hayden",-106.697,40.801,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1220
"Gunnison",-106.889,38.889,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1115
"Guatemala City",-90.213,14.972,"Guatemala","Dallas-fort Worth",-96.397,33.494,"United States",1,2151
"Greenville",-81.699,35.492,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1363
"Greensboro",-79.896,36.162,"United States","Miami",-79.818,26.322,"United States",1,1094
"Greensboro",-79.896,36.162,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1533
"Sao Paulo",-46.116,-23.054,"Brazil","Dallas-fort Worth",-96.397,33.494,"United States",1,8237
"Grand Rapids",-85.205,43.468,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1473
"Killeen",-97.715,31.112,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,292
"Grand Island",-97.85,41.612,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,911
"Gulfport",-88.451,30.678,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,811
"Gainesville",-81.787,30.15,"United States","Miami",-79.818,26.322,"United States",1,467
"Point Salines",-61.644,12.007,"Grenada","San Juan",-65.337,18.732,"Puerto Rico",1,846
"Point Salines",-61.644,12.007,"Grenada","Miami",-79.818,26.322,"United States",1,2479
"Grand Junction",-108.212,39.204,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1232
"Rio De Janeiro",-42.74,-22.682,"Brazil","Dallas-fort Worth",-96.397,33.494,"United States",1,8442
"Great Exuma",-75.797,23.937,"Bahamas","Miami",-79.818,26.322,"United States",1,483
"Longview",-94.52,32.64,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,199
"Guadalajara",-102.852,20.869,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1541
"Fort Wayne",-84.659,41.63,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1372
"Fort Smith",-93.946,35.56,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,321
"Sioux Falls",-96.57,43.97,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1164
"Freeport",-78.493,26.931,"Bahamas","Miami",-79.818,26.322,"United States",1,148
"Flint",-83.573,43.609,"United States","Chicago",-87.842,42.631,"United States",1,363
"Fort-de-france",-60.339,14.985,"Martinique","San Juan",-65.337,18.732,"Puerto Rico",1,675
"Fayetteville",-78.801,35.652,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1626
"Fresno",-119.531,37.293,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,2133
"Key West",-81.6,24.926,"United States","Miami",-79.818,26.322,"United States",1,236
"Evansville",-87.221,38.061,"United States","Chicago",-87.842,42.631,"United States",1,510
"Evansville",-87.221,38.061,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,970
"North Eleuthera",-76.473,25.791,"Bahamas","Miami",-79.818,26.322,"United States",1,339
"Vail",-106.863,40.07,"United States","Chicago",-87.842,42.631,"United States",1,1609
"Vail",-106.863,40.07,"United States","Miami",-79.818,26.322,"United States",1,2926
"Vail",-106.863,40.07,"United States","Los Angeles",-118.014,34.57,"United States",1,1158
"Vail",-106.863,40.07,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1183
"Des Moines",-93.439,41.889,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,968
"Durango",-107.59,37.252,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1096
"Dominica",-60.834,15.911,"Dominica","San Juan",-65.337,18.732,"Puerto Rico",1,571
"Dallas-fort Worth",-96.397,33.494,"United States","Zihuatanejo",-101.101,18.002,"Mexico",1,1785
"Dallas-fort Worth",-96.397,33.494,"United States","Bentonville",-93.845,36.469,"United States",1,404
"Dallas-fort Worth",-96.397,33.494,"United States","Valparaiso",-86.209,30.805,"United States",1,1004
"Dallas-fort Worth",-96.397,33.494,"United States","Vera Cruz",-95.646,19.243,"Mexico",1,1586
"Dallas-fort Worth",-96.397,33.494,"United States","Knoxville",-83.991,36.351,"United States",1,1173
"Dallas-fort Worth",-96.397,33.494,"United States","Tyler",-95.004,32.59,"United States",1,164
"Dallas-fort Worth",-96.397,33.494,"United States","Texarkana",-93.986,33.756,"United States",1,225
"Dallas-fort Worth",-96.397,33.494,"United States","Tucson",-110.902,32.193,"United States",1,1361
"Dallas-fort Worth",-96.397,33.494,"United States","Tulsa",-95.814,36.33,"United States",1,319
"Dallas-fort Worth",-96.397,33.494,"United States","Torreon",-103.018,25.947,"Mexico",1,1054
"Dallas-fort Worth",-96.397,33.494,"United States","Tallahassee",-83.918,30.66,"United States",1,1216
"Dallas-fort Worth",-96.397,33.494,"United States","St. Louis",-89.951,39.247,"United States",1,861
"Dallas-fort Worth",-96.397,33.494,"United States","Wichita Falls",-98.154,34.647,"United States",1,206
"Dallas-fort Worth",-96.397,33.494,"United States","Sacramento",-121.318,39.159,"United States",1,2311
"Dallas-fort Worth",-96.397,33.494,"United States","San Luis Potosi",-100.885,22.423,"Mexico",1,1307
"Dallas-fort Worth",-96.397,33.494,"United States","San Juan",-65.337,18.732,"Puerto Rico",1,3488
"Dallas-fort Worth",-96.397,33.494,"United States","San Angelo",-100.161,31.596,"United States",1,411
"Dallas-fort Worth",-96.397,33.494,"United States","San Jose Del Cabo",-109.536,23.253,"Mexico",1,1714
"Dallas-fort Worth",-96.397,33.494,"United States","Shreveport",-93.71,32.744,"United States",1,263
"Dallas-fort Worth",-96.397,33.494,"United States","Louisville",-85.561,38.29,"United States",1,1111
"Dallas-fort Worth",-96.397,33.494,"United States","Savannah",-80.671,32.212,"United States",1,1474
"Dallas-fort Worth",-96.397,33.494,"United States","Santa Fe",-105.483,36.028,"United States",1,876
"Dallas-fort Worth",-96.397,33.494,"United States","Fort Myers",-81.592,26.893,"United States",1,1598
"Dallas-fort Worth",-96.397,33.494,"United States","Roswell",-104.218,33.502,"United States",1,725
"Dallas-fort Worth",-96.397,33.494,"United States","Reno",-119.614,39.831,"United States",1,2179
"Dallas-fort Worth",-96.397,33.494,"United States","Richmond",-76.867,37.841,"United States",1,1825
"Dallas-fort Worth",-96.397,33.494,"United States","Raleigh-durham",-78.646,36.462,"United States",1,1648
"Dallas-fort Worth",-96.397,33.494,"United States","Rapid City",-102.429,44.075,"United States",1,1286
"Dallas-fort Worth",-96.397,33.494,"United States","Queretaro",-99.643,21.028,"Mexico",1,1422
"Dallas-fort Worth",-96.397,33.494,"United States","Puerto Vallarta",-104.757,21.133,"Mexico",1,1601
"Dallas-fort Worth",-96.397,33.494,"United States","Panama City",-78.973,9.118,"Panama",1,3244
"Dallas-fort Worth",-96.397,33.494,"United States","Palm Springs",-116.178,34.382,"United States",1,1824
"Dallas-fort Worth",-96.397,33.494,"United States","Pensacola",-86.645,30.789,"United States",1,965
"Dallas-fort Worth",-96.397,33.494,"United States","Providenciales",-71.777,22.289,"Turks and Caicos Islands",1,2711
"Dallas-fort Worth",-96.397,33.494,"United States","Pittsburgh (pennsylva)",-79.722,40.819,"United States",1,1683
"Dallas-fort Worth",-96.397,33.494,"United States","Peoria",-89.489,41.107,"United States",1,1043
"Dallas-fort Worth",-96.397,33.494,"United States","West Palm Beach",-79.493,27.138,"United States",1,1766
"Dallas-fort Worth",-96.397,33.494,"United States","Norfolk",-75.669,37.491,"United States",1,1924
"Dallas-fort Worth",-96.397,33.494,"United States","Ontario",-117.336,34.093,"United States",1,1932
"Dallas-fort Worth",-96.397,33.494,"United States","Kahului",-156.051,21.497,"United States",1,5953
"Dallas-fort Worth",-96.397,33.494,"United States","Nassau",-77.111,25.064,"Bahamas",1,2087
"Dallas-fort Worth",-96.397,33.494,"United States","Mazatlan",-105.777,23.268,"Mexico",1,1459
"Dallas-fort Worth",-96.397,33.494,"United States","Monterrey",-99.512,26.297,"Mexico",1,854
"Dallas-fort Worth",-96.397,33.494,"United States","Montrose CO",-107.824,38.849,"United States",1,1184
"Dallas-fort Worth",-96.397,33.494,"United States","New Orleans",-89.764,30.655,"United States",1,699
"Dallas-fort Worth",-96.397,33.494,"United States","Madison",-88.896,43.233,"United States",1,1263
"Dallas-fort Worth",-96.397,33.494,"United States","Mobile",-87.739,31.152,"United States",1,853
"Dallas-fort Worth",-96.397,33.494,"United States","Monroe",-91.397,32.851,"United States",1,470
"Dallas-fort Worth",-96.397,33.494,"United States","Moline",-90.18,41.747,"United States",1,1067
"Dallas-fort Worth",-96.397,33.494,"United States","Miami",-79.818,26.322,"United States",1,1782
"Dallas-fort Worth",-96.397,33.494,"United States","Manhattan",-96.452,39.234,"United States",1,638
"Dallas-fort Worth",-96.397,33.494,"United States","MONTGOMERY",-85.99,32.501,"United States",1,976
"Dallas-fort Worth",-96.397,33.494,"United States","Mcallen",-97.732,26.293,"United States",1,810
"Dallas-fort Worth",-96.397,33.494,"United States","Orlando",-80.849,28.715,"United States",1,1570
"Dallas-fort Worth",-96.397,33.494,"United States","Kansas City",-94.524,39.496,"United States",1,688
"Dallas-fort Worth",-96.397,33.494,"United States","Montego Bay",-77.856,18.839,"Jamaica",1,2457
"Dallas-fort Worth",-96.397,33.494,"United States","Midland",-101.67,32.57,"United States",1,502
"Dallas-fort Worth",-96.397,33.494,"United States","Laredo",-99.103,27.906,"United States",1,672
"Dallas-fort Worth",-96.397,33.494,"United States","Little Rock",-91.708,35.215,"United States",1,470
"Dallas-fort Worth",-96.397,33.494,"United States","Liberia",-85.241,10.988,"Costa Rica",1,2748
"Dallas-fort Worth",-96.397,33.494,"United States","Lafayette",-91.98,30.342,"United States",1,544
"Dallas-fort Worth",-96.397,33.494,"United States","Lexington KY",-84.344,38.06,"United States",1,1198
"Dallas-fort Worth",-96.397,33.494,"United States","Lake Charles",-92.706,30.21,"United States",1,504
"Dallas-fort Worth",-96.397,33.494,"United States","Lubbock",-101.705,34.106,"United States",1,495
"Dallas-fort Worth",-96.397,33.494,"United States","Lawton",-98.028,34.946,"United States",1,220
"Dallas-fort Worth",-96.397,33.494,"United States","Joplin",-94.164,37.253,"United States",1,464
"Dallas-fort Worth",-96.397,33.494,"United States","Jacksonville",-81.48,30.823,"United States",1,1433
"Dallas-fort Worth",-96.397,33.494,"United States","Jackson",-89.46,32.518,"United States",1,655
"Dallas-fort Worth",-96.397,33.494,"United States","Jacksn Hole",-110.563,44.012,"United States",1,1691
"Dallas-fort Worth",-96.397,33.494,"United States","Indianapolis",-85.824,40.195,"United States",1,1198
"Dallas-fort Worth",-96.397,33.494,"United States","Wichita",-97.056,38.083,"United States",1,513
"Dallas-fort Worth",-96.397,33.494,"United States","Honolulu",-157.871,21.531,"United States",1,6120
"Dallas-fort Worth",-96.397,33.494,"United States","Hayden",-106.697,40.801,"United States",1,1220
"Dallas-fort Worth",-96.397,33.494,"United States","Gunnison",-106.889,38.889,"United States",1,1115
"Dallas-fort Worth",-96.397,33.494,"United States","Guatemala City",-90.213,14.972,"Guatemala",1,2151
"Dallas-fort Worth",-96.397,33.494,"United States","Greenville",-81.699,35.492,"United States",1,1363
"Dallas-fort Worth",-96.397,33.494,"United States","Greensboro",-79.896,36.162,"United States",1,1533
"Dallas-fort Worth",-96.397,33.494,"United States","Sao Paulo",-46.116,-23.054,"Brazil",1,8237
"Dallas-fort Worth",-96.397,33.494,"United States","Grand Rapids",-85.205,43.468,"United States",1,1473
"Dallas-fort Worth",-96.397,33.494,"United States","Killeen",-97.715,31.112,"United States",1,292
"Dallas-fort Worth",-96.397,33.494,"United States","Grand Island",-97.85,41.612,"United States",1,911
"Dallas-fort Worth",-96.397,33.494,"United States","Gulfport",-88.451,30.678,"United States",1,811
"Dallas-fort Worth",-96.397,33.494,"United States","Grand Junction",-108.212,39.204,"United States",1,1232
"Dallas-fort Worth",-96.397,33.494,"United States","Rio De Janeiro",-42.74,-22.682,"Brazil",1,8442
"Dallas-fort Worth",-96.397,33.494,"United States","Longview",-94.52,32.64,"United States",1,199
"Dallas-fort Worth",-96.397,33.494,"United States","Guadalajara",-102.852,20.869,"Mexico",1,1541
"Dallas-fort Worth",-96.397,33.494,"United States","Fort Wayne",-84.659,41.63,"United States",1,1372
"Dallas-fort Worth",-96.397,33.494,"United States","Fort Smith",-93.946,35.56,"United States",1,321
"Dallas-fort Worth",-96.397,33.494,"United States","Sioux Falls",-96.57,43.97,"United States",1,1164
"Dallas-fort Worth",-96.397,33.494,"United States","Fayetteville",-78.801,35.652,"United States",1,1626
"Dallas-fort Worth",-96.397,33.494,"United States","Fresno",-119.531,37.293,"United States",1,2133
"Dallas-fort Worth",-96.397,33.494,"United States","Evansville",-87.221,38.061,"United States",1,970
"Dallas-fort Worth",-96.397,33.494,"United States","Vail",-106.863,40.07,"United States",1,1183
"Dallas-fort Worth",-96.397,33.494,"United States","Des Moines",-93.439,41.889,"United States",1,968
"Dallas-fort Worth",-96.397,33.494,"United States","Durango",-107.59,37.252,"United States",1,1096
"Dallas-fort Worth",-96.397,33.494,"United States","Dayton",-83.699,40.503,"United States",1,1368
"Dallas-fort Worth",-96.397,33.494,"United States","Cozumel",-86.877,20.87,"Mexico",1,1688
"Dallas-fort Worth",-96.397,33.494,"United States","Cheyenne",-104.687,41.259,"United States",1,1131
"Dallas-fort Worth",-96.397,33.494,"United States","Chihuahua",-105.941,29.171,"Mexico",1,1025
"Dallas-fort Worth",-96.397,33.494,"United States","Corpus Christi",-97.169,28.283,"United States",1,584
"Dallas-fort Worth",-96.397,33.494,"United States","Colorado Springs",-104.502,39.343,"United States",1,973
"Dallas-fort Worth",-96.397,33.494,"United States","Champaign",-87.797,40.065,"United States",1,1057
"Dallas-fort Worth",-96.397,33.494,"United States","College Station",-95.94,30.98,"United States",1,282
"Dallas-fort Worth",-96.397,33.494,"United States","Cedar Rapids",-91.519,42.474,"United States",1,1085
"Dallas-fort Worth",-96.397,33.494,"United States","Charleston",-79.401,33.497,"United States",1,1574
